,Link_Goodreads,Author,ISBN_gr,Link_2_Amazon,Title,Shelves_gr,N_pag,Rating_gr,Rating_Distr_gr,Num_Voti_gr,Num_Rev_gr,Pub_Date_gr,Link_Amazon,Title_az,Author_az,ISBN_az,N_Pages_az,Rating_az,Distr_Rating_az,Num_Voti_az,Num_Review_az,Pub_Date_az
412,https://www.goodreads.com/book/show/468859.Karlson_Flies_Again,Astrid Lindgren,9780416583908,https://www.amazon.it/Karlson-Flies-Again-Astrid-Lindgren/dp/0416583903/ref=sr_1_1?__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=9780416583908&qid=1636373929&s=books&sr=1-1#customerReviews,Karlson Flies Again,"['Childrens\n25 users', 'Classics\n16 users', 'Fiction\n12 users', 'Fantasy\n10 users', 'European Literature > Swedish Literature\n8 users', 'European Literature > Scandinavian Literature\n7 users', 'Humor\n5 users', 'Cultural > Sweden\n4 users']",138,4.26,"['55%', '25%', '15%', '4%', '2%']",1872,21,Published 1977 by Methuen (first published 1962),https://www.goodreads.com/book_link/follow/8069?book_id=468859&source=compareprices,Karlson Flies Again,Astrid Lindgren,"
:
‎

100 g
",10,4.6,"['75%', '17%', '6%', '0%', '0%', '0%', '2%']",52.0,22.0,"
Editore
‏
:
‎

Methuen young books (13 ottobre 1977)
"
413,https://www.goodreads.com/book/show/19318.The_Tomten,Astrid Lindgren,9780698115910,https://www.amazon.it/Tomten-Astrid-Lindgren/dp/0698115910/ref=sr_1_1?__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=9780698115910&qid=1636374062&s=books&sr=1-1#customerReviews,The Tomten,"['Childrens > Picture Books\n124 users', 'Childrens\n52 users', 'Holiday > Christmas\n38 users', 'Fantasy\n24 users', 'Fiction\n17 users', 'Fantasy > Fairy Tales\n11 users', 'Classics\n11 users', 'Holiday\n10 users', 'European Literature > Scandinavian Literature\n9 users']",32,4.23,"['48%', '32%', '16%', '3%', '1%']",2113,159,Published October 6th 1997 by The Putnam & Grosset Group (first published 1960),https://www.goodreads.com/book_link/follow/8069?book_id=19318&source=compareprices,The Tomten,Astrid Lindgren,978-0698115910,32,4.7,"['83%', '8%', '5%', '1%', '3%']",676.0,239.0,"
Editore
‏
:
‎

Puffin Books; Reissue edizione (6 ottobre 1997)
"
414,https://www.goodreads.com/book/show/990541.Rasmus_Pontus_und_der_Schwertschlucker,Astrid Lindgren,9783789141010,https://www.amazon.it/Rasmus-Pontus-Schwertschlucker-Astrid-Lindgren/dp/3789141666/ref=sr_1_1?__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=Rasmus_Pontus_und_der_Schwertschlucker&qid=1636374102&s=books&sr=1-1#customerReviews,"Rasmus, Pontus und der Schwertschlucker","['Childrens\n11 users', 'Fiction\n6 users', 'Adventure\n4 users', 'Mystery\n3 users', 'Classics\n2 users']",error,3.98,"['34%', '35%', '27%', '3%', '1%']",349,16,Published January 1st 1979 by Oetinger Verlag (first published 1953),https://www.goodreads.com/book_link/follow/8069?book_id=990541&source=compareprices,"Rasmus, Pontus und der Schwertschlucker",Astrid Lindgren,978-3789141669,236,4.4,"['67%', '24%', '0%', '0%', '0%', '0%', '0%', '0%', '9%']",16.0,3.0,"
Editore
‏
:
‎

Oetinger (1 febbraio 2008)
"
415,https://www.goodreads.com/book/show/11523257-karma,Dan Brown,error,https://www.amazon.it/legge-karma-Scopri-stato-scopri/dp/885544073X/ref=sr_1_1?__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=karma&qid=1636374451&s=books&sr=1-1#customerReviews,Karma,[],154,3.09,"['20%', '27%', '16%', '18%', '20%']",56,4,Published (first published May 8th 2011),https://www.goodreads.com/book_link/follow/8069?book_id=11523257&source=compareprices,"La legge del karma. Scopri ciò che sei stato, scopri ciò che sarai",Marco Cesati Cassin,978-8855440738,181,4.5,"['68%', '20%', '9%', '3%', '0%', '0%', '0%']",50.0,4.0,"
Editore
‏
:
‎

Sperling & Kupfer (19 gennaio 2021)
"
416,https://www.goodreads.com/book/show/40650892-deception-point-angels-demons,Dan Brown,9786057559630,https://www.amazon.it/Brown-Collection-Symbol-Digital-Fortres/dp/B004HOHRGA/ref=sr_1_1?__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=deception-point-angels-demons&qid=1636374472&s=books&sr=1-1#customerReviews,Deception Point / Angels & Demons,[],error,3.85,"['23%', '54%', '15%', '0%', '8%']",13,error,Published by Thomas Nelson,https://www.goodreads.com/book_link/follow/8069?book_id=40650892&source=compareprices,"Dan Brown 5 Books Collection Set RRP £38.95 (The Lost Symbol, Digital Fortress, Angel & Demons, Deception Point, The Davinci Code)",Dan Brown,,1,4.7,"['86%', '0%', '0%', '0%', '14%', '0%', '0%', '0%', '0%', '0%', '0%']",11.0,7.0,"
ASIN
‏
:
‎

B004HOHRGA
"
417,https://www.goodreads.com/book/show/1735279._,Dan Brown,9784047914742,https://www.amazon.it/Vinchi-ko%C3%8C-do-Dan-Brown/dp/4047914746/ref=sr_1_1?__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=9784047914742&qid=1636374493&s=books&sr=1-1#customerReviews,error,[],error,error,error,error,error,error,https://www.goodreads.com/book_link/follow/8069?book_id=1735279&source=compareprices,"The Da Vinci Code, Vol. 1",Dan Brown,"
:
‎

440 g
",10,4.1,"['48%', '30%', '13%', '6%', '4%']",66.0,44.0,"
Editore
‏
:
‎

角川書店 (30 aprile 2004)
"
418,https://www.goodreads.com/book/show/28323292-dan-brown-5-books-collection-set,Dan Brown,error,https://www.amazon.it/Brown-Collection-Symbol-Digital-Fortres/dp/B004HOHRGA/ref=sr_1_1?__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=dan-brown-5-books-collection-set&qid=1636374547&s=books&sr=1-1#customerReviews,"Dan Brown 5 Books Collection Set: The Lost Symbol, Digital Fortress, Angel & Demons, Deception Point, The Davinci Code",[],error,4.45,"['60%', '29%', '10%', '1%', '1%']",94,5,Published by Corgi,https://www.goodreads.com/book_link/follow/8069?book_id=28323292&source=compareprices,"Dan Brown 5 Books Collection Set RRP £38.95 (The Lost Symbol, Digital Fortress, Angel & Demons, Deception Point, The Davinci Code)",Dan Brown,,1,4.7,"['86%', '0%', '0%', '0%', '14%', '0%', '0%', '0%', '0%', '0%', '0%']",11.0,7.0,"
ASIN
‏
:
‎

B004HOHRGA
"
419,https://www.goodreads.com/book/show/32714367-the-da-vinci-code-the-lost-symbol,Dan Brown,9780385365369,https://www.amazon.it/Lost-Symbol-Dan-Brown/dp/1400079144/ref=sr_1_1?__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=the-da-vinci-code-the-lost-symbol&qid=1636374568&s=books&sr=1-1#customerReviews,The Da Vinci Code / The Lost Symbol,[],992,4.37,"['56%', '32%', '7%', '3%', '2%']",100,5,Published September 15th 2016 by Doubleday Publishing (first published April 2003),https://www.goodreads.com/book_link/follow/8069?book_id=32714367&source=compareprices,The Lost Symbol: 3,Dan Brown,978-1400079148,656,4.5,"['72%', '15%', '6%', '4%', '3%']",245.0,131.0,"
Editore
‏
:
‎

Anchor; Reprint edizione (19 ottobre 2010)
"
420,https://www.goodreads.com/book/show/25203664-inferno-el-s-mbolo-perdido,Dan Brown,error,https://www.amazon.it/Rio-Mare-Tonno-allOlio-Oliva/dp/B072KSJZ9X/ref=sr_1_1?__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=inferno-el-s-mbolo-perdido&qid=1636374599&s=books&sr=1-1#customerReviews,Inferno + El símbolo perdido (pack),[],error,4.22,"['45%', '41%', '9%', '3%', '3%']",69,error,Published May 16th 2013 by Editorial Planeta,https://www.goodreads.com/book_link/follow/8069?book_id=25203664&source=compareprices,"Rio Mare - Tonno all'Olio di Oliva, Qualità Pinne Gialle, 7 Lattine da 80 g",error,error,error,4.7,"['77%', '15%', '5%', '1%', '1%']",2292.0,462.0,error
421,https://www.goodreads.com/book/show/26162186-the-da-vinci-code-angels-demons-the-lost-symbol-deception-point,Dan Brown,error,https://www.amazon.it/Dan-Brown-Collection-Deception-Fortress/dp/B002OFDSP8/ref=sr_1_1?__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=the-da-vinci-code-angels-demons-the-lost-symbol-deception-point&qid=1636374634&s=books&sr=1-1#customerReviews,The Da Vinci Code / Angels & Demons / The Lost Symbol / Deception Point / Inferno / Digital Fortress,[],error,4.29,"['50%', '39%', '5%', '0%', '5%']",38,3,"Published January 1st 1990 by Pocket Books, etc.",https://www.goodreads.com/book_link/follow/8069?book_id=26162186&source=compareprices,"Dan Brown Collection - 7 Books: The Da Vinci Code, Angels and Demons, Deception Point, Digital Fortress, Origin, Inferno, The lost Symbol",Dan Brown,ella classific,13,4.6,"['77%', '11%', '5%', '3%', '3%']",54.0,28.0,"
ASIN
‏
:
‎

B002OFDSP8
"
422,https://www.goodreads.com/book/show/23492028-unreality,Dan Brown,error,https://www.amazon.it/Virtual-Unreality-New-Digital-Deception/dp/0143127675/ref=sr_1_1?__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=unreality&qid=1636374684&s=books&sr=1-1#customerReviews,Unreality,[],error,2.63,"['7%', '20%', '23%', '29%', '21%']",56,3,Published October 31st 2014,https://www.goodreads.com/book_link/follow/8069?book_id=23492028&source=compareprices,Virtual Unreality: The New Era of Digital Deception,Charles Seife,978-0143127673,256,4.7,"['65%', '35%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",9.0,3.0,"
Editore
‏
:
‎

Penguin Books (4 agosto 2015)
"
423,https://www.goodreads.com/book/show/36232020-origin-free-sampler,Dan Brown,error,https://www.amazon.it/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_stripbooks_sr_pg1_1?ie=UTF8&adId=A055621022N79HODC8FCM&url=%2FEnigma-Ignite-Techno-Thriller-English-ebook%2Fdp%2FB08G6MQWZG%2Fref%3Dsr_1_2_sspa%3F__mk_it_IT%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26keywords%3Dorigin-free-sampler%26qid%3D1636374700%26s%3Dbooks%26sr%3D1-2-spons%26psc%3D1&qualifier=1636374700&id=4481774032666488&widgetName=sp_mtf#customerReviews,"Origin, Free Sampler (Robert Langdon)","['Fiction\n8 users', 'Thriller\n7 users']",24,4.38,"['58%', '28%', '12%', '2%', '1%']",5567,54,Published September 13th 2017 by Transworld Digital,https://www.goodreads.com/book_link/follow/8069?book_id=36232020&source=compareprices,Origin – Read a Free Sample Now (Robert Langdon) (English Edition),Dan Brown,"
‏
:
‎

Abilit",2814,4.4,"['67%', '18%', '8%', '3%', '4%']",665.0,231.0,"
ASIN
‏
:
‎

B075L7CBJ4
"
424,https://www.goodreads.com/book/show/30228538-the-da-vinci-code,Dan Brown,error,https://www.amazon.it/Una-gara-vincere-Girls-code/dp/8869663183/ref=sr_1_1?__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=the-da-vinci-code&qid=1636374735&s=books&sr=1-1#customerReviews,The Da Vinci Code (the Young Adult Adaptation),"['Fiction\n25 users', 'Mystery\n15 users', 'Thriller\n11 users', 'Young Adult\n10 users', 'Classics\n4 users', 'Thriller > Mystery Thriller\n3 users', 'Historical > Historical Fiction\n3 users', 'Mystery > Detective\n2 users', 'Historical\n2 users']",460,4.53,"['66%', '24%', '7%', '2%', '1%']",13553,87,Published September 13th 2016 by Delacorte Press (first published March 28th 2006),https://www.amazon.it/Vinci-Code-Robert-Langdon-Book/dp/0552159719/ref=sr_1_1?keywords=The+Da+Vinci+Code&qid=1636582453&qsid=258-3450271-7585909&s=books&sr=1-1&sres=0552159719%2C052556585X%2C0141372567%2C3846600474%2C2253001171%2C0385504209%2C9021019779%2C0552149527%2C270965928X%2C1982115866%2CB002OFDSP8%2C8804667222%2CB000FBJFSM%2CB096CTTNBJ%2CB01LXCD7FU%2C1501139150#customerReviews,The Da Vinci Code: (Robert Langdon Book 2),Dan Brown,978-0552159715,592,4.6,"['78%', '14%', '5%', '1%', '2%']",6494.0,2604.0,"
Editore
‏
:
‎

Corgi; 1° edizione (28 agosto 2009)
"
425,https://www.goodreads.com/book/show/32283133-origin,Dan Brown,9780385514231,https://www.amazon.it/Origin-Dan-Brown/dp/0385514239/ref=sr_1_1?__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=9780385514231&qid=1636374776&s=books&sr=1-1#customerReviews,Origin,"['Fiction\n3,143 users', 'Thriller\n1,928 users', 'Mystery\n1,558 users', 'Thriller > Mystery Thriller\n485 users', 'Audiobook\n372 users', 'Suspense\n324 users', 'Adventure\n290 users', 'Novels\n230 users', 'Mystery > Crime\n219 users']",456,3.87,"['29%', '38%', '25%', '6%', '2%']",286342,25567,Published October 3rd 2017 by Doubleday,https://www.goodreads.com/book_link/follow/8069?book_id=32283133&source=compareprices,Origin: A Novel [Lingua inglese]: 5,Dan Brown,978-0385514231,480,4.4,"['62%', '21%', '11%', '4%', '3%']",25619.0,12768.0,"
Editore
‏
:
‎

Doubleday; 1° edizione (3 ottobre 2017)
"
426,https://www.goodreads.com/book/show/11125.Digital_Fortress,Dan Brown,error,https://www.amazon.it/Digital-fortress-Dan-Brown/dp/055216125X/ref=sr_1_1?__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=Digital_Fortress&qid=1636374791&s=books&sr=1-1#customerReviews,Digital Fortress,"['Fiction\n4,470 users', 'Thriller\n3,117 users', 'Mystery\n1,966 users', 'Suspense\n687 users', 'Mystery > Crime\n518 users', 'Thriller > Mystery Thriller\n508 users', 'Novels\n425 users', 'Science Fiction\n383 users', 'Adventure\n361 users']",510,3.68,"['26%', '33%', '29%', '10%', '3%']",594607,9925,Published 2004 by Corgi books (first published February 1998),https://www.amazon.it/Digital-fortress-Dan-Brown/dp/055216125X/ref=sr_1_1?keywords=Digital+Fortress&qid=1636582474&qsid=258-3450271-7585909&s=books&sr=1-1&sres=055216125X%2C0552169994%2C8184981864%2CB002OFDSP8%2CB004HOHRGA%2C3404175034%2C1615876294%2C1980396043%2CB00IA4C7OU%2C0525565868%2C1984820176%2CB0012KA4FS%2C7020101542%2C8804705035%2C8804675055%2C8366512460#customerReviews,Digital Fortress [Lingua inglese]: Dan Brown,Dan Brown,978-0552161251,512,4.4,"['65%', '21%', '8%', '3%', '2%']",3709.0,1644.0,"
Editore
‏
:
‎

Corgi Books; 1° edizione (1 gennaio 2009)
"
427,https://www.goodreads.com/book/show/968.The_Da_Vinci_Code,Dan Brown,error,https://www.amazon.it/Vinci-Code-Robert-Langdon-Book/dp/0552159719/ref=sr_1_1?__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=The_Da_Vinci_Code&qid=1636374885&s=books&sr=1-1#customerReviews,The Da Vinci Code,"['Fiction\n17,864 users', 'Mystery\n9,679 users', 'Thriller\n7,449 users', 'Suspense\n1,888 users', 'Thriller > Mystery Thriller\n1,818 users', 'Historical > Historical Fiction\n1,740 users', 'Adventure\n1,453 users', 'Novels\n1,328 users', 'Mystery > Crime\n1,269 users']",489,3.88,"['34%', '34%', '20%', '7%', '4%']",2090194,49510,Published March 28th 2006 by Anchor (first published March 18th 2003),https://www.amazon.it/Vinci-Code-Robert-Langdon-Book/dp/0552159719/ref=sr_1_1?keywords=The+Da+Vinci+Code&qid=1636582489&qsid=258-3450271-7585909&s=books&sr=1-1&sres=0552159719%2C052556585X%2C0141372567%2C3846600474%2C2253001171%2C0385504209%2C9021019779%2C0552149527%2C270965928X%2C1982115866%2CB002OFDSP8%2C8804667222%2CB000FBJFSM%2CB096CTTNBJ%2CB01LXCD7FU%2C1501139150#customerReviews,The Da Vinci Code: (Robert Langdon Book 2),Dan Brown,978-0552159715,592,4.6,"['78%', '14%', '5%', '1%', '2%']",6494.0,2604.0,"
Editore
‏
:
‎

Corgi; 1° edizione (28 agosto 2009)
"
428,https://www.goodreads.com/book/show/8458698-race-the-pale-horse,Dan Brown,error,https://www.amazon.it/Gaudenzia-Pride-Palio-Marguerite-Henry/dp/1481403982/ref=sr_1_3?__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=race-the-pale-horse&qid=1636374920&s=books&sr=1-3#customerReviews,Race the Pale Horse,"['Fiction\n4 users', 'Suspense\n3 users']",error,3.54,"['33%', '23%', '21%', '11%', '13%']",247,4,Published (first published May 18th 2010),https://www.goodreads.com/book_link/follow/8069?book_id=8458698&source=compareprices,"Gaudenzia, Pride of the Palio",Marguerite Henry,978-1481403986,283,4.9,"['89%', '11%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",14.0,5.0,"
Editore
‏
:
‎

Aladdin (12 aprile 2016)
"
429,https://www.goodreads.com/book/show/386162.The_Hitchhiker_s_Guide_to_the_Galaxy,Douglas Adams,error,https://www.amazon.it/Hitchhikers-Guide-Galaxy-Trilogy-Five/dp/1529034523/ref=sr_1_1?__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=The_Hitchhiker_s_Guide_to_the_Galaxy&qid=1636374936&s=books&sr=1-1#customerReviews,The Hitchhiker's Guide to the Galaxy,"['Science Fiction\n15,165 users', 'Fiction\n11,230 users', 'Humor\n5,671 users', 'Fantasy\n4,786 users', 'Classics\n4,748 users', 'Humor > Comedy\n1,950 users', 'Science Fiction Fantasy\n1,476 users', 'Audiobook\n1,181 users', 'Adventure\n935 users']",193,4.22,"['51%', '29%', '14%', '4%', '2%']",1584402,34346,Published June 23rd 2007 by Del Rey (first published October 12th 1979),https://www.amazon.it/Hitchhikers-Guide-Galaxy-Trilogy-Five/dp/1529034523/ref=sr_1_1?keywords=The+Hitchhiker%27s+Guide+to+the+Galaxy&qid=1636582508&qsid=258-3450271-7585909&s=books&sr=1-1&sres=1529034523%2C1529044197%2CB0043M4ZH0%2C0385347308%2C0575115343%2C1529034531%2C9022582221%2C0345418778%2C1787533204%2C843397310X%2C0345391829%2C1848564961%2C8804734361%2C8804707372%2CB08YHWPYZ9%2C1529034558&srpt=ABIS_BOOK#customerReviews,The Hitchhiker's Guide to the Galaxy: Volume One in the Trilogy of Five,Douglas Adams,978-1529034523,210,4.5,"['73%', '16%', '7%', '3%', '2%']",7213.0,2045.0,"
Editore
‏
:
‎

Pan Macmillan (5 marzo 2020)
"
430,https://www.goodreads.com/book/show/1087667.Not_1982,Douglas Adams,9780571118533,https://www.amazon.it/Not-1982-OClock-News/dp/0571118534/ref=sr_1_1?__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=9780571118533&qid=1636374957&s=books&sr=1-1#customerReviews,Not 1982,[],400,4.05,"['48%', '10%', '43%', '0%', '0%']",21,error,Published November 1981 by Faber & Faber,https://www.goodreads.com/book_link/follow/8069?book_id=1087667&source=compareprices,Not 1982. Not the 9 O'Clock News,Not the 9,"
:
‎

386 g
",10,4.3,"['75%', '0%', '0%', '0%', '0%', '0%', '0%', '25%', '0%', '0%', '0%']",6.0,2.0,"
Editore
‏
:
‎

Faber & Faber (1 gennaio 1982)
"
431,https://www.goodreads.com/book/show/13400961-the-private-life-of-genghis-khan,Douglas Adams,error,https://www.amazon.it/Trail-Genghis-Khan-Journey-Through/dp/1408831309/ref=sr_1_2?__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=the-private-life-of-genghis-khan&qid=1636375050&s=books&sr=1-2#customerReviews,The Private Life of Genghis Khan,"['Fiction\n9 users', 'Humor\n9 users', 'Science Fiction\n8 users', 'Short Stories\n8 users', 'Historical > Historical Fiction\n4 users', 'Fantasy\n3 users']",10,3.95,"['33%', '35%', '24%', '7%', '0%']",275,18,Published 1975,https://www.amazon.it/Sultan-Arabia-Private-Christopher-Ling/dp/1840188154/ref=sr_1_2?keywords=The+Private+Life+of+Genghis+Khan&qid=1636582529&qsid=258-3450271-7585909&s=books&sr=1-2&sres=B096LMTJBZ%2C1840188154#customerReviews,Sultan In Arabia: A Private Life,Christopher Ling,978-1840188158,240,2.6,"['0%', '0%', '0%', '0%', '0%', '0%', '59%', '41%', '0%', '0%', '0%']",2.0,1.0,"
Editore
‏
:
‎

Mainstream Publishing (8 aprile 2004)
"
432,https://www.goodreads.com/book/show/11360254-the-lost-chapters-of-the-hitchhiker-s-guide-to-the-galaxy,Douglas Adams,error,https://www.amazon.it/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_stripbooks_sr_pg1_1?ie=UTF8&adId=A06636781RXINOJ16NZDP&url=%2FArcher-Zowie-Hans-Bluedorn%2Fdp%2F1732883319%2Fref%3Dsr_1_1_sspa%3F__mk_it_IT%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26keywords%3Dthe-lost-chapters-of-the-hitchhiker-s-guide-to-the-galaxy%26qid%3D1636375066%26s%3Dbooks%26sr%3D1-1-spons%26psc%3D1&qualifier=1636375066&id=1970309748735953&widgetName=sp_mtf#customerReviews,The Lost Chapters of the Hitchhiker's Guide to the Galaxy,"['Fiction\n21 users', 'Science Fiction\n18 users', 'Humor\n7 users', 'Fantasy\n6 users', 'Classics\n5 users', 'Science Fiction Fantasy\n4 users']",95,3.94,"['36%', '35%', '18%', '7%', '3%']",264,15,Published January 1st 2000,https://www.goodreads.com/book_link/follow/8069?book_id=11360254&source=compareprices,Archer and Zowie,Hans Bluedorn,978-1732883314,234,4.5,"['69%', '25%', '0%', '0%', '0%', '3%', '3%']",48.0,32.0,"
Editore
‏
:
‎

Hans Bluedorn (24 agosto 2018)
"
433,https://www.goodreads.com/book/show/57678961-doctor-who-serial-5m---shada,Douglas Adams,error,https://www.amazon.it/Shada-Doctor-Who-Script-Serial/dp/B00448UF8G/ref=sr_1_1?__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=doctor-who-serial-5m---shada&qid=1636375200&s=books&sr=1-1#customerReviews,Doctor who serial 5M - shada,[],202,5.0,error,error,error,Published May 6th 1992 by BBC Video,https://www.amazon.it/Shada-Doctor-Who-Script-Serial/dp/B00448UF8G/ref=sr_1_1?keywords=Doctor+who+serial+5M+-+shada&qid=1636582549&qsid=258-3450271-7585909&s=books&sr=1-1&sres=B00448UF8G#customerReviews,Shada (Doctor Who Script Serial 5M),Douglas Adams,,120,4.7,"['78%', '14%', '5%', '3%', '0%', '0%', '0%']",47.0,17.0,"
ASIN
‏
:
‎

B00448UF8G
"
434,https://www.goodreads.com/book/show/15847717-young-zaphod-plays-it-safe,Douglas Adams,9785511976877,https://www.amazon.it/Ultimate-Hitchhikers-Guide-Galaxy-Douglas/dp/1529051436/ref=sr_1_2?__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=young-zaphod-plays-it-safe&qid=1636375279&s=books&sr=1-2#customerReviews,Young Zaphod Plays It Safe,"['Science Fiction\n147 users', 'Fiction\n121 users', 'Short Stories\n66 users', 'Humor\n62 users', 'Fantasy\n37 users', 'Humor > Comedy\n30 users', 'Classics\n15 users', 'Adult\n11 users', 'Science Fiction Fantasy\n11 users']",11,3.68,"['33%', '26%', '24%', '9%', '8%']",28107,228,Published March 3rd 2012 by Book On Demand Ltd. (first published October 1986),https://www.goodreads.com/book_link/follow/8069?book_id=15847717&source=compareprices,The Ultimate Hitchhiker's Guide to the Galaxy: five Novels and One Story - Douglas Adams,Douglas Adams,978-1529051438,832,4.8,"['89%', '7%', '3%', '0%', '0%', '0%', '1%']",138.0,32.0,"
Editore
‏
:
‎

Palgrave Macmillan; 1° edizione (1 ottobre 2020)
"
435,https://www.goodreads.com/book/show/359.The_Salmon_of_Doubt,Douglas Adams,9780345455291,https://www.amazon.it/Salmon-Doubt-Hitchhiking-Galaxy/dp/0345455290/ref=sr_1_1?__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=9780345455291&qid=1636375359&s=books&sr=1-1#customerReviews,The Salmon of Doubt,"['Science Fiction\n647 users', 'Fiction\n576 users', 'Humor\n396 users', 'Fantasy\n241 users', 'Humor > Comedy\n138 users', 'Short Stories\n112 users', 'Writing > Essays\n81 users', 'Science Fiction Fantasy\n63 users', 'Audiobook\n54 users']",298,3.91,"['31%', '37%', '25%', '5%', '1%']",28296,1053,Published April 26th 2005 by Del Rey (first published May 28th 2002),https://www.goodreads.com/book_link/follow/8069?book_id=359&source=compareprices,The Salmon Of Doubt: Hitchhiking the Galaxy [Lingua Inglese]: Hitchhiking the Galaxy One Last Time,Douglas Adams,978-0345455291,336,4.5,"['71%', '16%', '7%', '4%', '3%']",538.0,210.0,"
Editore
‏
:
‎

Del Rey; Reprint edizione (26 aprile 2005)
"
436,https://www.goodreads.com/book/show/569429.Mostly_Harmless,Douglas Adams,9780345379337,https://www.amazon.it/Mostly-Harmless-Douglas-Adams/dp/0345379330/ref=sr_1_1?__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=9780345379337&qid=1636375399&s=books&sr=1-1#customerReviews,Mostly Harmless,"['Science Fiction\n3,169 users', 'Fiction\n1,879 users', 'Humor\n1,454 users', 'Fantasy\n661 users', 'Humor > Comedy\n493 users', 'Science Fiction Fantasy\n288 users', 'Classics\n198 users', 'Audiobook\n173 users', 'Adventure\n150 users']",288,3.95,"['35%', '35%', '23%', '6%', '2%']",121927,2860,Published October 19th 1993 by Del Rey (first published October 12th 1992),https://www.goodreads.com/book_link/follow/8069?book_id=569429&source=compareprices,Mostly Harmless [Lingua Inglese]: 5,Douglas Adams,978-0345379337,288,4.7,"['77%', '14%', '6%', '2%', '1%']",615.0,135.0,"
Editore
‏
:
‎

Del Rey; Reprint edizione (19 ottobre 1993)
"
437,https://www.goodreads.com/book/show/6091075-so-long-and-thanks-for-all-the-fish,Douglas Adams,error,https://www.amazon.it/So-Long-Thanks-All-Fish/dp/1529034558/ref=sr_1_1?__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=so-long-and-thanks-for-all-the-fish&qid=1636375415&s=books&sr=1-1#customerReviews,"So Long, and Thanks for All the Fish","['Science Fiction\n4,009 users', 'Fiction\n2,341 users', 'Humor\n1,803 users', 'Fantasy\n846 users', 'Humor > Comedy\n602 users', 'Science Fiction Fantasy\n398 users', 'Classics\n262 users', 'Audiobook\n206 users', 'Novels\n170 users']",225,4.09,"['39%', '36%', '20%', '4%', '1%']",154372,3214,Published December 25th 2008 by Del Rey (first published October 12th 1984),https://www.goodreads.com/book_link/follow/8069?book_id=6091075&source=compareprices,"So Long, and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy Book 4) (English Edition)",Douglas Adams,"
‏
:
‎

Abilit",1644,4.7,"['79%', '14%', '5%', '1%', '1%']",610.0,104.0,"
ASIN
‏
:
‎

B001OF5F1E
"
